名稱,分類,劇情介紹,上映日期,網址
最初的晚餐,劇情 ,"
            ★《解憂雜貨店》團隊最新力作，繼《小偷家族》後，年度最溫暖人心親情電影！
★榮獲日本高崎電影獎最佳導演、最佳男女配角、最佳新人共四項大獎！
★美食漫畫家《深夜食堂》安倍夜郎也讚不絕口的美味電影！
★永瀨正敏x窪塚洋介x戶田惠梨香x染谷將太等金獎實力派演員齊聚，大銀幕聯手飆戲！ 
 
麟太郎（染谷將太 飾）和姐姐美也子（戶田惠梨香 飾）爲了父親（永瀨正敏 飾）的葬禮返回家鄉，在守靈夜開始之前，母親秋子卻（齊藤由貴 飾）取消了所有的餐點並親自下廚。隨著秋子端出一道道熟悉的料理，全家人回想起20年前，新媽媽秋子帶著大哥哥舜（窪塚洋介 飾）加入後五人一起生活的點滴，無論是曾經一起出遊的快樂回憶、或是為了習慣差異出現的摩擦，不禁讓麟太郎他們重新思考家人的定義，更想起15年前，哥哥舜在一夜之間離家後再也沒回家的往事。就在守靈夜結束之前，舜回來了，並帶著父親的遺言，決定在今晚解開這麼埋藏多年的家族秘密……。
          ",上映日期：2020-03-27,https://movies.yahoo.com.tw/movieinfo_main/%E6%9C%80%E5%88%9D%E7%9A%84%E6%99%9A%E9%A4%90-the-first-supper-10510
王牌辯士,劇情 ,"
            ★2019金馬國際影展 焦點導演專題
★2019 東京國際影展 Gala Screening
★2019 釜山國際影展 亞洲之窗單元
 
把黑的說成白的，把死的說成活的
在無聲電影時代，「電影辯士」就是超級巨星
 
一百年前，黑白默片風靡日本，大人小孩都為之著迷。俊太郎（成田凌 飾）常常鑽進戲院偷聽免費電影，不管是邦片還是洋片，總能將辯士的口吻模仿得唯妙唯肖，「旁白辯士」是俊太郎自幼的夢想，長大後卻淪落為「冒牌辯士」，分散觀眾的注意力，再讓小偷趁機闖空門。在某次差點穿幫的過程中，他帶著贓款逃到小鎮戲院「青木館」，戲院裡有醉漢辯士、花美男辯士還有肥宅辯士等各種不同風格的辯士，加上電影放映師、樂師以及小氣老闆夫妻帶他暢遊電影幕後世界，但小偷集團、熱血警察緊追不捨，童年一起看電影的初戀女孩也跟著現身，還有鎮上那新開幕的時髦戲院，老闆的女兒也瘋狂地愛上了他，俊太郎的青春戀愛夢該何去何從……。
 
          ",上映日期：2020-01-31,https://movies.yahoo.com.tw/movieinfo_main/%E7%8E%8B%E7%89%8C%E8%BE%AF%E5%A3%AB-talking-the-pictures-10346
老師！你會不會談戀愛,愛情 ,"
            ★ 2021金馬奇幻影展觀眾票選第六名
 
無法融入一般人群的兩個怪咖，即將掀起一陣風暴！ 
補習班的數學男老師（成田凌 飾），對自己的人生振振有詞，卻是戀愛修羅場的超級白癡。眼見桃花不開，害怕孤單，決定聽從怪怪女學生（清原果耶 飾）的建議，練習追女仔。從穿著、巧遇、搭訕、攻心，原來「正常人」的戀愛是這樣！殊不知調教老師並非義不容辭，女學生微積分不行，算盤卻打得很精。如果老師發威，情敵就範，她就可以得到想愛的人了。眼看老師越來越帥，似乎還動了真情，怪女孩卻發現她更想破壞的，是老師正在進行的戀愛。
 
超人氣女星清原果耶青春無敵再次發威，《王牌辯士》成田凌從伶牙俐齒瞬變木訥呆萌，新鮮組合魅力四射。《婚前特急》、《夫婦日記》導演前田弘二聯手《愛情，突如其來》、《陽光只在那裡燦爛》編劇高田亮，打造屬於怪咖們的新時代愛情喜劇。
 
          ",上映日期：2021-09-10,https://movies.yahoo.com.tw/movieinfo_main/%E8%80%81%E5%B8%AB-%E4%BD%A0%E6%9C%83%E4%B8%8D%E6%9C%83%E8%AB%87%E6%88%80%E6%84%9B-youre-not-normal-either-11382
水手服與機關槍─畢業,劇情 ,"
            ★角川電影40年紀念作品★經典名作全新改編描述一個平凡的女高中生突然當上黑道組長的故事，電影原作是日本知名推理作家赤川次郎長篇小說改編，在1981年由藥師丸博子拍攝電影版後大受歡迎。2016年此次將由橋本還奈演出故事女主角，「星泉」原本是一個普通的女高中生，但某一天父親發生事故死亡，而星泉因為是黑道組織「目高組」組長的遠親，而被要求擔任組織的第四代組長。在這驟然的情況之下星泉究竟要如何解決，單純的高中少女該要如何面對接下來的特殊生活呢？！
          ",上映日期：2016-06-08,https://movies.yahoo.com.tw/movieinfo_main/%E6%B0%B4%E6%89%8B%E6%9C%8D%E8%88%87%E6%A9%9F%E9%97%9C%E6%A7%8D-%E7%95%A2%E6%A5%AD-sailor-suit-and-machine-gun-graduation-6339
馬拉松武士,劇情 ,"
            日本有史以來第一場馬拉松賽事！
江戶幕府末期，鎖國的日本面臨美國強迫開國的威脅，安中藩主－板倉勝明（長谷川博己 飾）為此鍛鍊武士，要求武士們進行一場馬拉松賽跑，最終優勝者就能獲得實現願望的機會。消息一出，全城武士群起激動，有想與公主結婚的傲慢公子哥－辻村平九郎（森山未來 飾）、擁有最快腳程卻被賄絡要求放水的上杉廣之進（染谷將太 飾），連想藉機落跑出城而女扮男裝的雪姬公主（小松菜奈 飾）也來參一腳。但在比賽前夕卻有人藉機計畫謀反，僅有一人察覺到了事情的不對勁，他是幕府派來的間諜－唐澤甚內（佐藤健 飾）。隨著比賽聲響起，各懷鬼胎的參賽者們終於起跑，與此同時，刺客們也準備展開襲擊。為了拯救所愛之人、守護重要之物，唐澤開始全力奔跑！
本片改編自日本作家土橋章弘的同名小說，史實源於日本史上第一場有紀錄的馬拉松比賽「安政遠足」。角色集結日本超人氣演員佐藤健、小松菜奈、森山未來、染谷將太、竹內直人、豐川悅司、長谷川博己等豪華卡司，一場馬拉松大賽掌握了全日本的未來。
 
【關於電影】
 
金獎團隊，活躍於世界的一流幕後工作人員
「誰不想要拍攝一部武士電影呢？」來自英國的導演柏納德．羅斯，卻深深著迷於日本的電影世界，從黑澤明、大島渚到小津安二郎的作品，如數家珍。當他接到《馬拉松武士》的邀約，便一口答應。全片拍攝地點在日本的山形，當柏納德見到片廠有著神秘的森林、一路通往神社的石疊道，感動地說「我曾在黑澤明的電影裡見過日本的美，但當這些風景實際映入眼簾時，那股美感仍舊是超越想像許多。」本片結合榮獲奧斯卡金獎榮耀之幕後班底，包含：《末代皇帝》的監製傑瑞米．湯瑪斯、為黑澤明的《亂》負責設計服裝的和田惠美，此外還有世界頂級的攝影指導石坂拓郎、視覺效果請到好萊塢的萊安德魯馬里尼、最後邀請到《時時刻刻》的配樂菲利普．葛拉斯來為本片音樂操刀，並在布拉格邀請交響樂團來錄製。這部作品由英國導演、監製，在日本拍攝，音樂則在布拉格錄製，最後在洛杉磯進行後製收尾，製作過程可謂橫跨世界。「這是一部以日本為背景、日語發音的時代劇，但外國觀眾也可以在毫無限制地情況下享受；對日本的觀眾來說，則是一部能體驗到嶄新影像的作品。」
 
卡司豪華，集結日本跨世代實力派演員華麗共演
本片集結了佐藤健、小松菜奈、森山未來、染谷將太、青木崇高、竹中直人、豐川悅司、長谷川博己等日本極具代表性的超豪華卡司陣容。儘管這部電影是由完全不懂日文的英國導演柏納德．羅斯所執導，卻是一部不需依靠語言的幕府末期娛樂大作，讓觀眾感受到滿滿的運動、動作、懸疑、戲劇之元素。導演認為飾演主角的佐藤健具備了能夠吸引觀眾入場的明星魅力，同時具有內斂、神秘的氣質，「到目前為止，我和許多演員合作過，而像佐藤健先生這樣，同時具備超群的肢體能力和纖細的表現能力的演員，我還是第一次遇到。」此外，導演也對整體演員的表現大表讚賞，這次合作的演員們各個都讓他感到驚艷。他形容飾演個性高傲的貴族武士的森山未來，不論幽默感和瘋狂程度都遠超乎想像；飾演外表優雅內心反骨的雪姬的小松菜奈，優雅又堅毅的形象深植人心；以及威風凜凜的長谷川博己、幽默感深不見底的竹中直人、嚴以律己的染谷將太、精準演繹雙面人性格的青木崇高，每個演員都在片中展現了極具爆發力表演。
          ",上映日期：2019-05-24,https://movies.yahoo.com.tw/movieinfo_main/%E9%A6%AC%E6%8B%89%E6%9D%BE%E6%AD%A6%E5%A3%AB-samurai-marathon-9810
A片有鬼,懸疑/驚悚 恐怖 ,"
            ★《鬼入鏡》、《陰兒房》兩大賣座驚悚電影製片聯手駭人★傳奇口碑電影《腥風怒吼》(Candyman)鬼才導演新作★拍A片，招式玩太瘋，未料擦槍走火，引鬼自焚！金是個藝術家，男友是電影製片人，他們的感情走到了陌路，兩人想透過藝術作品，改變新關係；於是決定到廢墟拍攝A片，男友把金綁在廢棄醫院的輪椅上，留下她一人離去。黑夜降臨，孤獨無依的金，將面對嗜血的惡靈……
          ",上映日期：2014-10-09,https://movies.yahoo.com.tw/movieinfo_main/A%E7%89%87%E6%9C%89%E9%AC%BC-sxtape-5446
正宗哥吉拉,劇情 科幻 動作 ,"
            ★ 繼《哥吉拉：最後戰役》睽違12年 日本東寶電影重新開機 原汁原味再現怪獸電影始祖 ★ 正宗哥吉拉復活再起 回歸恐懼原點 再創傳奇經典★ 史上最大哥吉拉壓境 人類末日即將來臨 陸海空精銳全員出擊★《新世紀福音戰士》系列導演庵野秀明 x 《進擊的巨人》導演樋口真嗣 精心打造全新力作★《瘋狂麥斯：憤怒道》人物設計前田真宏 x 鬼才模型大師竹谷隆之 重塑日本經典哥吉拉★ 長谷川博己 x 竹野內豐 x 石原聰美 實力派票房明星齊聚飆戲★ 高良健吾、市川實日子、前田敦子、小出惠介、余貴美子等超過300位日本演員總動員 極致豪華卡司空前絕後共襄盛舉 巨大的怪獸哥吉拉現身日本，造成了大規模的傷害與毀滅，陷入極大恐慌的日本全國人民要如何與這隻龐然大物對抗？這將是一場人類對抗哥吉拉、對抗黑暗未來的戰爭。【關於電影】《正宗哥吉拉》是日本東寶電影公司繼2004年的《哥吉拉：最後戰役》（Godzilla: Final Wars）之後，睽違12年再度重開機製作日本出品的正統哥吉拉電影。哥吉拉首部電影在1954年問世，由日本特攝之父圓谷英二擔任特效導演，一上映便叫好叫座，至今已推出28部系列電影，在這62年歷史中，哥吉拉曾經沉寂，又屢屢復活，銀幕形象也持續轉變，其象徵的日本現代史與戰後精神，使這隻怪獸曾有「日本之神」的封號，但在2004年因電影票房不佳，觀眾銳減，東寶決定停止拍攝。2008年美國推出美國版《酷斯拉》（Godzilla），形象卻與哥吉拉相去甚遠，引起影迷反彈，2014年美國傳奇電影公司又與東寶合作拍攝國際版《哥吉拉》（Godzilla），這次票房的成功激勵東寶，讓東寶在2014年12月宣布重啟哥吉拉電影。這次的哥吉拉由《新世紀福音戰士》（Neon Genesis Evangelion）系列團隊製作，「特攝片」巨匠庵野秀明擔任總導演和編劇，《進擊的巨人》（Attack on Titan）導演樋口真嗣擔任聯合導演與特效總監，這是兩位特攝巨匠繼2012年與吉卜力工作室合作的特攝短片《巨神兵現身東京》後再度攜手合作，備受各界期待，擔任配樂的鷺巢詩郎也是《新世紀福音戰士》系列的配樂班底。這次的《正宗哥吉拉》日文片名《シン・ゴジラ》由庵野秀明命名，片假名的シン（發音為「shin」），在日文可以指「新」、「真」、「神」等字，一字三義，隱含著這次捲土重來的哥吉拉不僅是「全新的」哥吉拉，也是「真正的」正統哥吉拉，更厲害如「神」。樋口真嗣說，這次的哥吉拉將會回歸恐懼的原點，從真實世界的災難來創造這次的故事，經歷過311震災和核災的日本，會如何看待這隻巨大怪獸，又會如何與之對抗？這次的哥吉拉將再次呈現日本最真實的一面。這次全新哥吉拉的造型也向1954年第一隻哥吉拉致敬，由曾擔任《瘋狂麥斯：憤怒道》（Mad Max: Fury Road, 2015）角色原型設計前田真宏所設計，日本模型鬼才大師竹谷隆之製作模型，打造出「只有日本人才設計得出來」的獨特哥吉拉，高度為118公尺高，是史上最大的哥吉拉，全黑的身軀閃爍紅光，展現哥吉拉的恐怖與凶惡，結合傳統特攝技術和電腦動畫CGI技術打造的哥吉拉，勢必會讓觀眾耳目一新。演員陣容更是相當受到矚目，除了有在《進擊的巨人》合作的日本當紅票房保證長谷川博己和石原聰美，分別演出政府官員和美國特使，鮮少演出動作電影的竹野內豐也加入演出政府官員，他們對於這次能參演《正宗哥吉拉》都備感榮幸，相當興奮，很期待看到成品的呈現。另外還有包括高良健吾、市川實日子、前田敦子、小出惠介、余貴美子等超過300名老中青三代日本實力派演員一起共襄盛舉，堪稱是空前絕後的極致豪華卡司。
          ",上映日期：2016-08-12,https://movies.yahoo.com.tw/movieinfo_main/%E6%AD%A3%E5%AE%97%E5%93%A5%E5%90%89%E6%8B%89-shin-godzilla-6313
進擊的巨人2：世界終結,劇情 冒險 動作 ,"
            ★日本娛樂進擊世界！全球84個國家及地區上映！★讓全世界興奮的嶄新電影體驗！進擊的團隊要挑戰日本影史極限。★以巔峰的特攝技術還有電影魂，打破以往常規！★就連原著諫山創本人也想親眼見識，這前所未見的「進擊」。全球售出84個國家及地區版權的真人電影版《進擊的巨人》，8月起在日本與亞洲各地上映，掀起票房與話題風潮後，第二集《進擊的巨人2：世界終結》在影迷熱切期盼下，將於9月19日於日、港、台三地同步上映！製作團隊這回將挑戰日本電影極限，以更震撼的視覺效果和刺激的特攝技術，呈現前所未見的進擊場面。劇情接續上集，描述因高大外牆遭到超大型巨人破壞，前往執行修復作戰的艾連一行人，陷入被殘酷巨人無情襲擊的險境。幸賴有「人類最強男子」之稱的調查兵團隊長敷島將他們從危機中解救出來，艾連卻為救出巨人口中的阿爾敏，反被巨人吞噬。就在眾人絕望之際，艾連突然變身謎樣的巨人，開始反擊其他巨人。究竟艾連為何能變身？米卡莎又為何神秘出現？巨人從何而來？人類又為何而戰？人類最終的逆擊即將展開，連串驚人的謎團，也將首度揭曉！製作背景真人版電影由曾以《魁儡之城》造成大轟動的樋口真嗣執導。樋口導演過去曾執導過賣座電影《魔女潛艦》《日本沉沒》，與怪獸電影《卡美拉》3部曲等片，都是非常壯觀的特攝片大，以樋口獨到的動畫世界觀加上特攝技術經驗，一定可以拍出讓人拍手叫好的動作鉅片。　豪華卡司陣容包括：偶像演員三浦春馬、水原希子、本郷奏多、三浦貴大、櫻庭奈奈美、松尾諭、石原里美，以及實力派演員長谷川博己、皮耶瀧、國村隼，再加上渡部秀、水崎綾女、武田梨奈等新生代演員也從選角中脫穎而出。經由樋口劇組的集結，新生代加上演技實力派的演員們將聯手對抗巨人。背負著人類的希望，懷抱著自由的夢想，為了驅逐巨人，樋口劇組馬不停蹄、不分日夜的在拍攝現場持續戰鬥。　演員們將在與巨人戰鬥的電影世界裡，以他們勇於對抗的年少英姿、乘著立體機動裝置穿梭行動的畫面，集結了日本先進特攝技術之大成，帶領觀眾進入一個嶄新的世界，生動展現與巨人戰鬥的壯烈鬥志。樋口導演將帶領現今日本最頂尖的團隊，以別樹一格的服裝道具、特攝、視覺特效，建構出嶄新的視覺饗宴。特攝導演尾上克郎曾經擔任《魁儡之城》以及《巨神兵降臨東京》助導，負責攝影的江原祥二曾以《魁儡之城》獲得日本奧斯卡最佳攝影獎，燈光則是以《往復書簡：20年後的作業》獲日本奧斯卡最佳燈明獎的杉本崇擔任，美術指導則是《海猿》系列的清水剛。可以說集結了全日本首屈一指的工作團隊。服裝是由負責《龍馬傳》《寄生獸》的服裝造型總監柘植伊佐夫一手包辦，服裝設計則是三田真一負責，特殊造型製作是由日本的特效化妝第一人西村喜廣擔任。勘稱日本影壇近十年來，最佳幕前幕後組合陣容！人類為何恐懼？人類為何戰鬥？答案就在這裡！手心出汗的緊張感！！無法想像的超展開！！興奮至極！讓人成癮！
          ",上映日期：2015-09-19,https://movies.yahoo.com.tw/movieinfo_main/%E9%80%B2%E6%93%8A%E7%9A%84%E5%B7%A8%E4%BA%BA2-%E4%B8%96%E7%95%8C%E7%B5%82%E7%B5%90-attack-on-titanend-of-the-world-5913
進擊的巨人,懸疑/驚悚 劇情 冒險 動作 ,"
            ★全球狂銷突破5000萬冊超人氣漫畫改編電影★漫畫原作者諫山創親自擔當角色設計監管★《二十世紀少年》、《新世紀福音戰士》、《寄生獸》等日本科幻鉅製班底★人氣演員《永遠的0》三浦春馬和《挪威的森林》水原希子共同演出 百年之前，巨人突然來襲，巨人把人類當作食糧般狩獵，無人能阻。殘酷獵殺捕食了大半的人類，殘存下來的人類築起了巨大高牆，犧牲通往牆外的自由，隔絕了巨人的侵食，在牆內過著和平安逸的日子。可是這樣的和平並沒有持續很久，超巨型巨人的來襲破壞了人類自以為安全的城牆，人類與巨人之間再次展開一場，也許了無勝算的戰爭……。
          ",上映日期：2015-08-14,https://movies.yahoo.com.tw/movieinfo_main/%E9%80%B2%E6%93%8A%E7%9A%84%E5%B7%A8%E4%BA%BA-attack-on-titan-5783
愛在末路之境,愛情 ,"
            ★改編自《失戀巧克力職人》水城雪可奈人氣同名原作，敘述兩名男子沉浸愛戀中的耽美之作
★ 「關8」成員 大倉忠義X成田凌 激情演出細膩男男戀
★《在世界的中心呼喊愛情》導演行定勲再度開創純愛新境界
 
任職於廣告代理公司的大伴恭一（大倉忠義 飾），因優柔寡斷的個性而不停外遇，後來再度見到了自大學畢業後，一直沒機會見面的學弟．今之瀨涉（成田凌 飾）。
 
原來今之瀨是恭一妻子派來的徵信社調查員，在找尋恭一出軌的證據。今之瀨向恭一提議，若想隱瞞外遇的事實就必須以恭一的身體來交換……
          ",上映日期：2020-11-20,https://movies.yahoo.com.tw/movieinfo_main/%E6%84%9B%E5%9C%A8%E6%9C%AB%E8%B7%AF%E4%B9%8B%E5%A2%83-the-cornered-mouse-dreams-of-cheese-11008
愛情是什麼,愛情 ,"
            ★ 第31屆東京國際影展競賽部門出品作品
★ 改編自直木賞作家角田光代同名戀愛小說
★ 《小小夜曲》新生代導演今泉力哉刻劃寫實現代愛情之作
★ 獻給所有無法說出「喜歡」的人
 
28歲的山田光子（岸井雪乃 飾）在5個月前對守（成田凌 飾）一見鍾情，她的生活開始以守為重心。不論是工作中、半夜時，在任何情況下都以守為優先。即使工作岌岌可危，遭受朋友冷眼對待，她仍痴戀著守。
 
相較於光子如此熱切的愛意，守對她卻毫無愛意。對守而言，光子僅是個好相處的女孩。光子以留宿在守的家為契機，兩人的關係急速親近，但某天守突然失去聯繫……
 
          ",上映日期：2020-10-30,https://movies.yahoo.com.tw/movieinfo_main/%E6%84%9B%E6%83%85%E6%98%AF%E4%BB%80%E9%BA%BC-just-only-love-10981
原本以為只是手機掉了2：被囚禁的殺人魔,懸疑/驚悚 ,"
            ★ 北川景子《原本以為只是手機掉了》精彩驚悚續作
★ 千葉雄大 X成田凌 續演原角色，展現極富張力演技
★「乃木坂46」前成員 白石麻衣飾演千葉雄大女友 
★ 「手機情侶」北川景子、田中圭特別演出
 
在那起以黑長髮女性為對象的連續殺人事件破案的幾個月後，竟然在案發現場再度發現身分不明的屍體，刑警加賀谷（千葉雄大 飾）因此前去詢問入獄服刑的連續殺人犯．浦野（成田凌 飾）。加賀谷從浦野口中得知，一名存在於暗網中的神祕人物「M」。而此時，竟有一名神祕男子，正在接近加賀谷的女友美乃里（白石麻衣 飾）……
 
          ",上映日期：2020-08-07,https://movies.yahoo.com.tw/movieinfo_main/%E5%8E%9F%E6%9C%AC%E4%BB%A5%E7%82%BA%E5%8F%AA%E6%98%AF%E6%89%8B%E6%A9%9F%E6%8E%89%E4%BA%862-%E8%A2%AB%E5%9B%9A%E7%A6%81%E7%9A%84%E6%AE%BA%E4%BA%BA%E9%AD%94-stolen-identity-2-10713
凶宅怪談,懸疑/驚悚 恐怖 ,"
            ★ 蟬聯日本票房雙周冠軍TOP1，票房直逼23億
★ 日本恐怖電影大師中田秀夫，挑戰你最深沉的恐懼
★ KAT-TUN龜梨和也首度主演恐怖片，詮釋讓人脊背發涼的親身經歷
★ 因為死亡很近，讓我變得更想活下去
★ 真人真事改編，最深層的驚悚就在生活中、空間裡，無所不在
★ 殺人、自殺、火災等離奇死亡的事故住宅，諧星為求翻身獨自入住直播恐怖生活
★ 〈凶宅怪談：人可怕還是鬼可怕？〉同名小說由三采文化出版
 
改編自日本最猛凶宅藝人真人真事，龜梨和也首度參演恐怖電影！
 
過氣諧星山野（龜梨和也 飾）和拍檔中井（瀨戶康史 飾）拆夥後，為了挽救自己的事業，聽從前輩建議：他決定１人隻身入住凶宅，拍攝靈異影像供電視台直播！在擁有陰陽眼的化妝師（奈緒 飾）的幫忙下，他在發生過殺人、自殺或火災的凶宅順利拍到幽靈蹤跡。
 
人氣爆升的同時，怪事卻接連發生，不但身邊的人都遭遇不測，連自己都好幾次死裡逃生！為了維持名氣，他不顧別人反對，繼續挑戰各地的凶宅，最後的代價，是被最凶猛的怨魂纏上…
 
          ",上映日期：2021-01-15,https://movies.yahoo.com.tw/movieinfo_main/%E5%87%B6%E5%AE%85%E6%80%AA%E8%AB%87-stigmatized-properties-11128
美麗之星,喜劇 劇情 奇幻 溫馨/家庭 ,"
            ★ 震撼！逗趣！無與倫比！今年最前衛的感官衝擊體驗！
★ 改編「文學鉅星」三島由紀夫最引以為傲的科幻小說！
★ 文豪名著精采蛻變，激起日本影史漣漪的絕妙改編劇本！
★《聽說桐島退社了》《紙之月》日本奧斯卡名導最新作品！
★《千年女優》《盜夢偵探》日本電音鬼才平澤進打造插曲！
★《告白》《渴望》金牌製作人，再造不容錯過超狂作品！
★ 五種感官衝破臨界點，精彩度保證讓您如至天上人間！
★ 集結日本演技派卡司，化身太陽系最狂家庭守護地球！
★ 絕美視覺、狂嗨配樂、精彩劇情、驚人結局、超乎想像！
 
外星家族大覺醒，拯救地球需要你！
天氣預報總是失準的氣象主播老爸大杉重一郎（Lily Franky飾演）、充滿野心的打工族兒子一雄（龜梨和也飾演）、擁有美麗外貌的厭世女大學生女兒曉子（橋本愛飾演）、覺得做家庭主婦很無聊的老媽伊余子（中嶋朋子飾演）。這個乍看平凡的大杉一家人，某日突然覺醒，認為自己是火星人、水星人、金星人、地球人。從這天起，他們看見了不一樣的世界，他們並以「拯救美麗的地球」為使命，在社會上引發不小騷動。究竟他們為何要覺醒？而他們真的是外星人嗎？
 
【關於電影】
「文豪」三島由紀夫 × 「名導」吉田大八，最前衛的感官衝擊體驗！
有「日本海明威」之稱、並三度榮獲諾貝爾文學獎提名的日本文豪三島由紀夫，他在1962年發表了異色科幻小說《美麗之星》。該書故事描述一個平凡家庭，某天突然覺醒成為外星人引發騷動。即使這個獵奇故事讓世人感到疑惑，但初版仍舊賣出1.5萬冊，其後銷售量大增，獲得許多狂熱讀者支持。其實，三島曾寫信給藝文評論家江藤淳，並在信中提到：「我很喜歡這部作品」，足見在三島眾多著作當中，他特別鍾愛這部空前絕後的奇幻之作。因此，以名導大島渚為首，許多國內外知名影像創作者，都曾希望能將本作搬上大銀幕。而在小說發行55年之後，終於有機會被以《聽說桐島退社了》一舉拿下日本奧斯卡最佳影片與最佳導演，並讓知名女星宮澤理惠以《紙之月》奪下日本奧斯卡影后的吉田大八導演改編成真人電影。
 
吉田大八曾經充滿熱情地表示：「只有《美麗之星》，才是我一直想要翻拍成電影的作品！」其實他早在大學時期就閱讀過這本小說，並在相隔30年以後，總算一償宿願獲得翻拍機會。成功拍攝完本片之後，他也說道：「感覺就像完成了最困難的功課」。不同於許多翻拍電影力求「忠於原著」，本片最特別的地方，就在於大膽改編原作內容，並將小說中的1960年代，變更設定為當代日本，也讓這個前所未見的改編手法，將在日本改編劇本史上激起極大漣漪。
 
因為這是吉田大八在步上電影之路初期，就非常想要執導的翻拍電影，讓他可說是使出渾身解數在拍攝本片，尤其那如疾走般的流暢敘事節奏，更是他導演作品中最有速度感的一部。而他為這部「科幻電影」打造出的視覺效果，更如同片名一般，美麗得讓人印象深刻。除了滿足視覺之外，本片在聽覺方面也是一大享受。劇組找來曾為《千年女優》、《盜夢偵探》等知名動畫電影打造配樂的「電音鬼才」平澤進，為本片製作插曲。極具節奏感的電音旋律，搭配片中人物超脫現實的精采演出，相互融合之下，無疑成為年度最震撼的前衛感官衝擊體驗，勢必也將成為喜愛吉田大八導演的觀眾，不容錯過的精彩作品。
 
本片也集結日本當紅卡司傾力演出！演技派男星Lily Franky飾演天氣預測總是失準的氣象主播老爸；傑尼斯「KAT-TUN」人氣成員龜梨和也飾演充滿野心的打工族兒子；曾以《告白》在台灣打下知名度的橋本愛，則飾演擁有美麗外貌的厭世女大學生女兒；資深女星中嶋朋子則詮釋無意中迷上直銷的主婦媽媽。這個乍看平凡的一家人，分別覺醒為火星人、水星人、金星人、地球人。不知是否因為來自不同星球，這個家庭略帶不和諧的互動，也成為全片精彩看點之一。而曾獲日本奧斯卡優秀男演員獎肯定的佐佐木藏之介，則飾演背景神秘的謎樣男子，解讀他的來歷也將成為觀賞本片的一大樂趣。
 
在乍看科幻而獵奇的故事當中，本片也是一個講述家庭的溫馨故事；在間接對環境與社會有所關注的子題當中，本片也將呈現一個超乎想像的驚人結局，肯定能撼動所有觀眾內心的小宇宙。——這部用盡渾身力量所打造出來的人類讚歌，就此誕生！
 
          ",上映日期：2017-08-11,https://movies.yahoo.com.tw/movieinfo_main/%E7%BE%8E%E9%BA%97%E4%B9%8B%E6%98%9F-a-beautiful-star-7011
